region,year,group,RRinc,RRmean,cons_2005ppp_pc,gdp_2005ppp_pc,totpop
Mature economies,2000,9,18782,12450,15433.54,28209.95,60.29915
Mature economies,2000,10,30410,12450,15433.54,28209.95,60.29915
Mature economies,2005,1,4635,14615,16468.73,29452.67,62.24227
Mature economies,2005,2,7014,14615,16468.73,29452.67,62.24227
Mature economies,2005,3,8506,14615,16468.73,29452.67,62.24227
Mature economies,2005,4,10038,14615,16468.73,29452.67,62.24227
Mature economies,2005,5,11544,14615,16468.73,29452.67,62.24227
Mature economies,2005,6,13255,14615,16468.73,29452.67,62.24227
Mature economies,2005,7,15271,14615,16468.73,29452.67,62.24227
Mature economies,2005,8,17806,14615,16468.73,29452.67,62.24227
Mature economies,2005,9,21798,14615,16468.73,29452.67,62.24227
Mature economies,2005,10,36281,14615,16468.73,29452.67,62.24227
Mature economies,2008,1,5138,16229,16957.08,30271.66,64.37052
Mature economies,2008,2,7626,16229,16957.08,30271.66,64.37052
Mature economies,2008,3,9451,16229,16957.08,30271.66,64.37052
Mature economies,2008,4,10991,16229,16957.08,30271.66,64.37052
Mature economies,2008,5,12513,16229,16957.08,30271.66,64.37052
Mature economies,2008,6,14316,16229,16957.08,30271.66,64.37052
Mature economies,2008,7,16389,16229,16957.08,30271.66,64.37052
Mature economies,2008,8,19166,16229,16957.08,30271.66,64.37052
Mature economies,2008,9,23591,16229,16957.08,30271.66,64.37052
Mature economies,2008,10,43111,16229,16957.08,30271.66,64.37052
Sub-Saharan Africa,2005,1,465,1803,2503.642,13014.26,1.317484
Sub-Saharan Africa,2005,2,645,1803,2503.642,13014.26,1.317484
Sub-Saharan Africa,2005,3,822,1803,2503.642,13014.26,1.317484
Sub-Saharan Africa,2005,4,1002,1803,2503.642,13014.26,1.317484
Sub-Saharan Africa,2005,5,1199,1803,2503.642,13014.26,1.317484
Sub-Saharan Africa,2005,6,1422,1803,2503.642,13014.26,1.317484
Sub-Saharan Africa,2005,7,1700,1803,2503.642,13014.26,1.317484
Sub-Saharan Africa,2005,8,2086,1803,2503.642,13014.26,1.317484
Sub-Saharan Africa,2005,9,2745,1803,2503.642,13014.26,1.317484
Sub-Saharan Africa,2005,10,5940,1803,2503.642,13014.26,1.317484
Mature economies,1986,1,1866,8978,11262.25,20009.89,56.92833
Mature economies,1986,2,4178,8978,11262.25,20009.89,56.92833
Mature economies,1986,3,5305,8978,11262.25,20009.89,56.92833
Mature economies,1986,4,6205,8978,11262.25,20009.89,56.92833
Mature economies,1986,5,7211,8978,11262.25,20009.89,56.92833
Mature economies,1986,6,8324,8978,11262.25,20009.89,56.92833
Mature economies,1986,7,9557,8978,11262.25,20009.89,56.92833
Mature economies,1986,8,11239,8978,11262.25,20009.89,56.92833
Mature economies,1986,9,13674,8978,11262.25,20009.89,56.92833
Mature economies,1986,10,22217,8978,11262.25,20009.89,56.92833
Mature economies,1991,1,2710,11087,13095.71,22047.5,57.71862
Mature economies,1991,2,4614,11087,13095.71,22047.5,57.71862
Mature economies,1991,3,5804,11087,13095.71,22047.5,57.71862
Mature economies,1991,4,7001,11087,13095.71,22047.5,57.71862
Mature economies,1991,5,8164,11087,13095.71,22047.5,57.71862
Mature economies,1991,6,9638,11087,13095.71,22047.5,57.71862
Mature economies,1991,7,11445,11087,13095.71,22047.5,57.71862
Mature economies,1991,8,13826,11087,13095.71,22047.5,57.71862
Mature economies,1991,9,17487,11087,13095.71,22047.5,57.71862
Mature economies,1991,10,30179,11087,13095.71,22047.5,57.71862
Mature economies,1998,1,3057,12425,16337.31,27021.48,58.48714
Mature economies,1998,2,5312,12425,16337.31,27021.48,58.48714
Mature economies,1998,3,6862,12425,16337.31,27021.48,58.48714
Mature economies,1998,4,8154,12425,16337.31,27021.48,58.48714
Mature economies,1998,5,9583,12425,16337.31,27021.48,58.48714
Mature economies,1998,6,11168,12425,16337.31,27021.48,58.48714
Mature economies,1998,7,13021,12425,16337.31,27021.48,58.48714
Mature economies,1998,8,15232,12425,16337.31,27021.48,58.48714
Mature economies,1998,9,18750,12425,16337.31,27021.48,58.48714
Mature economies,1998,10,33113,12425,16337.31,27021.48,58.48714
Mature economies,2004,1,3943,16729,20448.26,32260,59.56626
Mature economies,2004,2,6873,16729,20448.26,32260,59.56626
Mature economies,2004,3,8683,16729,20448.26,32260,59.56626
Mature economies,2004,4,10362,16729,20448.26,32260,59.56626
Mature economies,2004,5,12143,16729,20448.26,32260,59.56626
Mature economies,2004,6,14161,16729,20448.26,32260,59.56626
Mature economies,2004,7,16687,16729,20448.26,32260,59.56626
Mature economies,2004,8,20066,16729,20448.26,32260,59.56626
Mature economies,2004,9,25270,16729,20448.26,32260,59.56626
Mature economies,2004,10,49103,16729,20448.26,32260,59.56626
Mature economies,2008,1,5425,19693,20970.93,33717.89,61.39352
Mature economies,2008,2,8812,19693,20970.93,33717.89,61.39352
Mature economies,2008,3,11224,19693,20970.93,33717.89,61.39352
Mature economies,2008,4,13157,19693,20970.93,33717.89,61.39352
Mature economies,2008,5,15227,19693,20970.93,33717.89,61.39352
Mature economies,2008,6,17485,19693,20970.93,33717.89,61.39352
Mature economies,2008,7,20130,19693,20970.93,33717.89,61.39352
Mature economies,2008,8,23774,19693,20970.93,33717.89,61.39352
Mature economies,2008,9,29434,19693,20970.93,33717.89,61.39352
Mature economies,2008,10,52257,19693,20970.93,33717.89,61.39352
"Russia, C. Asia, SE Europe",1998,1,364,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",1998,2,640,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",1998,3,833,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",1998,4,1018,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",1998,5,1217,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",1998,6,1436,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",1998,7,1691,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",1998,8,2027,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",1998,9,2543,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",1998,10,4604,1637,1970.739,2351.799,4.4873
"Russia, C. Asia, SE Europe",2003,1,256,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2003,2,415,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2003,3,562,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2003,4,706,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2003,5,854,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2003,6,1019,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2003,7,1217,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2003,8,1486,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2003,9,1934,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2003,10,3698,1215,2085.539,3135.332,4.3289
"Russia, C. Asia, SE Europe",2008,1,271,1357,3232.064,4516.338,4.3837
"Russia, C. Asia, SE Europe",2008,2,450,1357,3232.064,4516.338,4.3837
"Russia, C. Asia, SE Europe",2008,3,616,1357,3232.064,4516.338,4.3837
"Russia, C. Asia, SE Europe",2008,4,775,1357,3232.064,4516.338,4.3837
"Russia, C. Asia, SE Europe",2008,5,942,1357,3232.064,4516.338,4.3837
"Russia, C. Asia, SE Europe",2008,6,1125,1357,3232.064,4516.338,4.3837
"Russia, C. Asia, SE Europe",2008,7,1346,1357,3232.064,4516.338,4.3837
"Russia, C. Asia, SE Europe",2008,8,1646,1357,3232.064,4516.338,4.3837
"Russia, C. Asia, SE Europe",2008,9,2149,1357,3232.064,4516.338,4.3837
"Russia, C. Asia, SE Europe",2008,10,4248,1357,3232.064,4516.338,4.3837
Sub-Saharan Africa,1988,1,166,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1988,2,238,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1988,3,303,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1988,4,364,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1988,5,428,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1988,6,498,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1988,7,581,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1988,8,694,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1988,9,881,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1988,10,1626,578,598.9019,882.0447,14.01095
Sub-Saharan Africa,1991,1,163,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1991,2,228,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1991,3,289,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1991,4,350,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1991,5,414,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1991,6,485,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1991,7,574,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1991,8,692,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1991,9,894,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1991,10,1752,584,615.3401,928.4812,16.1055
Sub-Saharan Africa,1998,1,168,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,1998,2,250,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,1998,3,333,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,1998,4,419,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,1998,5,513,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,1998,6,622,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,1998,7,757,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,1998,8,942,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,1998,9,1254,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,1998,10,2261,752,592.1239,1033.043,18.28111
Sub-Saharan Africa,2005,1,195,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,2005,2,309,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,2005,3,419,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,2005,4,529,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,2005,5,644,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,2005,6,774,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,2005,7,933,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,2005,8,1151,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,2005,9,1522,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,2005,10,3154,963,813.0128,1208.014,20.6109
Sub-Saharan Africa,1994,1,109,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,1994,2,151,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,1994,3,197,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,1994,4,248,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,1994,5,307,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,1994,6,378,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,1994,7,470,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,1994,8,602,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,1994,9,836,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,1994,10,1709,501,445.9904,592.6106,6.871525
Sub-Saharan Africa,2003,1,142,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2003,2,214,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2003,3,267,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2003,4,321,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2003,5,379,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2003,6,447,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2003,7,530,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2003,8,642,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2003,9,829,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2003,10,1793,556,592.0736,712.1069,8.743954
Sub-Saharan Africa,2007,1,181,682,631.0934,976.73,9.55911
Sub-Saharan Africa,2007,2,252,682,631.0934,976.73,9.55911
Sub-Saharan Africa,2007,3,321,682,631.0934,976.73,9.55911
Sub-Saharan Africa,2007,4,392,682,631.0934,976.73,9.55911
Sub-Saharan Africa,2007,5,470,682,631.0934,976.73,9.55911
Sub-Saharan Africa,2007,6,559,682,631.0934,976.73,9.55911
Sub-Saharan Africa,2007,7,669,682,631.0934,976.73,9.55911
Sub-Saharan Africa,2007,8,822,682,631.0934,976.73,9.55911
Sub-Saharan Africa,2007,9,1082,682,631.0934,976.73,9.55911
Sub-Saharan Africa,2007,10,2068,682,631.0934,976.73,9.55911
Sub-Saharan Africa,1992,1,37,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1992,2,69,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1992,3,96,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1992,4,122,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1992,5,150,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1992,6,181,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1992,7,223,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1992,8,277,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1992,9,372,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1992,10,925,245,915.5083,1527.586,1.064522
Sub-Saharan Africa,1998,1,82,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,1998,2,121,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,1998,3,166,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,1998,4,216,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,1998,5,276,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,1998,6,351,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,1998,7,450,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,1998,8,597,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,1998,9,862,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,1998,10,1928,505,938.5665,1489.041,1.225044
Sub-Saharan Africa,2003,1,192,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,2003,2,279,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,2003,3,370,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,2003,4,471,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,2003,5,584,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,2003,6,717,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,2003,7,889,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,2003,8,1132,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,2003,9,1562,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,2003,10,3630,983,931.0798,1579.88,1.417818
Sub-Saharan Africa,1993,1,142,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,1993,2,205,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,1993,3,266,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,1993,4,331,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,1993,5,400,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,1993,6,482,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,1993,7,581,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,1993,8,721,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,1993,9,959,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,1993,10,2640,673,477.1369,1232.666,1.080767
Sub-Saharan Africa,2002,1,177,581,385.2069,1026.08,1.314795
Sub-Saharan Africa,2002,2,246,581,385.2069,1026.08,1.314795
Sub-Saharan Africa,2002,3,308,581,385.2069,1026.08,1.314795
Sub-Saharan Africa,2002,4,368,581,385.2069,1026.08,1.314795
Sub-Saharan Africa,2002,5,430,581,385.2069,1026.08,1.314795
Sub-Saharan Africa,2002,6,499,581,385.2069,1026.08,1.314795
Sub-Saharan Africa,2002,7,580,581,385.2069,1026.08,1.314795
Sub-Saharan Africa,2002,8,690,581,385.2069,1026.08,1.314795
Sub-Saharan Africa,2002,9,875,581,385.2069,1026.08,1.314795
Sub-Saharan Africa,2002,10,1633,581,385.2069,1026.08,1.314795
Mature economies,1988,1,2634,9085,10454.34,16890.2,10.03698
Mature economies,1988,2,4088,9085,10454.34,16890.2,10.03698
Mature economies,1988,3,5105,9085,10454.34,16890.2,10.03698
Mature economies,1988,4,6077,9085,10454.34,16890.2,10.03698
Mature economies,1988,5,6922,9085,10454.34,16890.2,10.03698
Mature economies,1988,6,8075,9085,10454.34,16890.2,10.03698
Mature economies,1988,7,9347,9085,10454.34,16890.2,10.03698
Mature economies,1988,8,11164,9085,10454.34,16890.2,10.03698
Mature economies,1988,9,13798,9085,10454.34,16890.2,10.03698
Mature economies,1988,10,23636,9085,10454.34,16890.2,10.03698
Mature economies,1993,1,2903,9774,11466.37,17177.39,10.46553
Mature economies,1993,2,4457,9774,11466.37,17177.39,10.46553
Mature economies,1993,3,5523,9774,11466.37,17177.39,10.46553
Mature economies,1993,4,6618,9774,11466.37,17177.39,10.46553
Mature economies,1993,5,7703,9774,11466.37,17177.39,10.46553
Mature economies,1993,6,8876,9774,11466.37,17177.39,10.46553
Mature economies,1993,7,10244,9774,11466.37,17177.39,10.46553
Mature economies,1993,8,11975,9774,11466.37,17177.39,10.46553
Mature economies,1993,9,14721,9774,11466.37,17177.39,10.46553
Mature economies,1993,10,24721,9774,11466.37,17177.39,10.46553
Mature economies,2000,1,2055,8326,13041.55,20316.73,10.83488
Mature economies,2000,2,3484,8326,13041.55,20316.73,10.83488
Mature economies,2000,3,4474,8326,13041.55,20316.73,10.83488
Mature economies,2000,4,5417,8326,13041.55,20316.73,10.83488
Mature economies,2000,5,6452,8326,13041.55,20316.73,10.83488
Mature economies,2000,6,7580,8326,13041.55,20316.73,10.83488
Mature economies,2000,7,8862,8326,13041.55,20316.73,10.83488
Mature economies,2000,8,10338,8326,13041.55,20316.73,10.83488
Mature economies,2000,9,12884,8326,13041.55,20316.73,10.83488
Mature economies,2000,10,21710,8326,13041.55,20316.73,10.83488
Mature economies,2005,1,2361,9707,15830.1,24348.4,11.02351
Mature economies,2005,2,4240,9707,15830.1,24348.4,11.02351
Mature economies,2005,3,5389,9707,15830.1,24348.4,11.02351
Mature economies,2005,4,6489,9707,15830.1,24348.4,11.02351
Mature economies,2005,5,7645,9707,15830.1,24348.4,11.02351
Mature economies,2005,6,8835,9707,15830.1,24348.4,11.02351
Mature economies,2005,7,10150,9707,15830.1,24348.4,11.02351
Mature economies,2005,8,11938,9707,15830.1,24348.4,11.02351
Mature economies,2005,9,15121,9707,15830.1,24348.4,11.02351
Mature economies,2005,10,24898,9707,15830.1,24348.4,11.02351
Mature economies,2008,1,2645,9658,17601.21,26113.39,11.23709
Mature economies,2008,2,4293,9658,17601.21,26113.39,11.23709
Mature economies,2008,3,5452,9658,17601.21,26113.39,11.23709
Mature economies,2008,4,6602,9658,17601.21,26113.39,11.23709
Mature economies,2008,5,7801,9658,17601.21,26113.39,11.23709
Mature economies,2008,6,8892,9658,17601.21,26113.39,11.23709
Mature economies,2008,7,10093,9658,17601.21,26113.39,11.23709
Mature economies,2008,8,11898,9658,17601.21,26113.39,11.23709
Mature economies,2008,9,14555,9658,17601.21,26113.39,11.23709
Mature economies,2008,10,24353,9658,17601.21,26113.39,11.23709
L. America & Carib.,1989,1,82,1203,2479.585,3306.024,8.525211
L. America & Carib.,1989,2,177,1203,2479.585,3306.024,8.525211
L. America & Carib.,1989,3,281,1203,2479.585,3306.024,8.525211
L. America & Carib.,1989,4,402,1203,2479.585,3306.024,8.525211
L. America & Carib.,1989,5,545,1203,2479.585,3306.024,8.525211
L. America & Carib.,1989,6,720,1203,2479.585,3306.024,8.525211
L. America & Carib.,1989,7,956,1203,2479.585,3306.024,8.525211
L. America & Carib.,1989,8,1302,1203,2479.585,3306.024,8.525211
L. America & Carib.,1989,9,1935,1203,2479.585,3306.024,8.525211
L. America & Carib.,1989,10,5626,1203,2479.585,3306.024,8.525211
L. America & Carib.,1998,1,215,2110,2893.782,3856.71,10.72315
L. America & Carib.,1998,2,447,2110,2893.782,3856.71,10.72315
L. America & Carib.,1998,3,639,2110,2893.782,3856.71,10.72315
L. America & Carib.,1998,4,844,2110,2893.782,3856.71,10.72315
L. America & Carib.,1998,5,1076,2110,2893.782,3856.71,10.72315
L. America & Carib.,1998,6,1352,2110,2893.782,3856.71,10.72315
L. America & Carib.,1998,7,1713,2110,2893.782,3856.71,10.72315
L. America & Carib.,1998,8,2222,2110,2893.782,3856.71,10.72315
L. America & Carib.,1998,9,3131,2110,2893.782,3856.71,10.72315
L. America & Carib.,1998,10,9458,2110,2893.782,3856.71,10.72315
L. America & Carib.,2003,1,97,1984,3063.149,4008.121,12.09858
L. America & Carib.,2003,2,300,1984,3063.149,4008.121,12.09858
L. America & Carib.,2003,3,500,1984,3063.149,4008.121,12.09858
L. America & Carib.,2003,4,772,1984,3063.149,4008.121,12.09858
L. America & Carib.,2003,5,1008,1984,3063.149,4008.121,12.09858
